"phrase_id","lng_id","translation"
"3934","2","Fond-XML-Vorschau"
"3934","1","Fund XML preview"
"3935","2","CV"
"3935","1","CV"
"3936","2","Vorname"
"3936","1","Given name"
"3937","2","Zweiter Vorname"
"3937","1","Middle name"
"3938","2","Fond-Manager"
"3938","1","Fund managers"
"3939","2","FTP-Verzeichnis"
"3939","1","FTP directory"
"3940","2","FTP-Passwort"
"3940","1","FTP password"
"3941","2","FTP-Benutzername"
"3941","1","FTP username"
"3942","2","FTP-Server"
"3942","1","FTP server"
"3943","2","Temporäres Verzeichnis"
"3943","1","Temporary directory"
"3944","2","In diese Liste sind noch keine Personen eingetragen worden."
"3944","1","No people in this list yet."
"3945","2","Bild"
"3945","1","Picture"
"3946","2","Diese Liste enthält noch keine Neuemissionen."
"3946","1","No new emissions in this list yet."
"3947","2","Geänderte Fonddaten gespeichert."
"3947","1","Changed fund data saved."
"3948","2","Passwortänderung angefordert"
"3948","1","Password change requested"
"3949","2","Daten für Kapitalanlagegesellschaft hochladen"
"3949","1","Zip and upload investment company data"
"3950","2","KAG-Auszeichnung hinzufügen"
"3950","1","Add an investment company award"
"3951","2","KAG hinzufügen"
"3951","1","Add investment company"
"3952","2","Detaildaten"
"3952","1","Detail data"
"3953","2","KAG-XML-Daten in der Vorschau betrachten und freigeben"
"3953","1","Preview and publish investment company XML data"
"3954","2","Neue KAG erstellen"
"3954","1","Create a new investment company"
"3955","2","Research"
"3955","1","Research"
"3956","2","Corporate Design"
"3956","1","Corporate design"
"3957","2","Blauer Farbwert"
"3957","1","Blue color value"
"3958","2","Grüner Farbwert"
"3958","1","Green color value"
"3959","2","Roter Farbwert"
"3959","1","Red color value"
"3960","2","Porträt"
"3960","1","Portrait"
"3961","2","Login-E-Mail-Adresse"
"3961","1","Login email address"
"3962","2","KAG bearbeiten"
"3962","1","Edit investment company"
"3963","2","KAG-ID"
"3963","1","Investment company ID"
"3964","2","Sie können die Adresse in der Community ändern"
"3964","1","Go to Community settings to change this address"
"3965","2","Kapitalanlagegesellschaft"
"3965","1","Investment company"
"3966","2","Kapitalanlagegesellschaften"
"3966","1","Investment companies"
"3967","2","Gruppen"
"3967","1","Groups"
"3968","2","Gruppe"
"3968","1","Group"
"3969","2","Gruppen %s"
"3969","1","Group %s"
"3970","2","Gruppentyp"
"3970","1","Group type"
"3971","2","Gruppeneigenschaften"
"3971","1","Group properties"
"3972","2","Projektergebnisse"
"3972","1","Project results"
"3973","2","Gruppenergebnisse"
"3973","1","Group results"
"3974","2","Gruppe(n)"
"3974","1","Group(s)"
"3975","2","Projekt(e)"
"3975","1","Project(s)"
"3976","2","Projekt(e) mit unveröffentlichten Inhalten"
"3976","1","Project(s) with unpublished contents"
"3977","2","Unveröffentlichte Inhalte"
"3977","1","Unpublished contents"
"3978","2","Dieses Projekt enthält unveröffentlichte Inhalte."
"3978","1","This project contains unpublished contents."
"3979","2","Geändert"
"3979","1","Changed"
"3980","2","Überprüft"
"3980","1","Checked"
"3981","2","Projektdateien"
"3981","1","Project files"
"3982","2","Projekt blockieren"
"3982","1","Block project"
"3983","2","Datei blockieren"
"3983","1","Block file"
"3984","2","Eingereicht"
"3984","1","Submitted"
"3985","2","Gruppe löschen"
"3985","1","Delete group"
"3986","2","Privat/Widerrufen"
"3986","1","Private/Revoked"
"3987","2","Gruppenstatus"
"3987","1","Group status"
"3988","2","[Veröffentlicht]"
"3988","1","[Published]"
"3989","2","Mitglieder"
"3989","1","Members"
"3990","2","Projekt veröffentlichen"
"3990","1","Publish project"
"3991","2","Projekt widerrufen"
"3991","1","Revoke project"
"3992","2","Gruppeneigenschaften"
"3992","1","Group properties"
"3993","2","Projekt(e) mit neuen Inhalt(en)"
"3993","1","Project(s) with new content(s)"
"3994","2","Ordnung:"
"3994","1","Order by"
"3995","2","oder"
"3995","1","or"
"3996","2","neue Inhalte"
"3996","1","new contents"
"3997","2","Woche"
"3997","1","Week"
"3998","2","Link anzeigen"
"3998","1","Show link"
"3999","2","Header-Link"
"3999","1","Header link"
"4000","2","Finalisten"
"4000","1","Finalists"
"4001","2","Wöchentliche Gewinner"
"4001","1","Weekly winners"
"4002","2","Juryauswahl"
"4002","1","Jury picks"
"4003","2","Leere Boxen anzeigen"
"4003","1","Show empty boxes"
"4004","2","Standardseite"
"4004","1","Default page"
"4005","2","Contest-ID"
"4005","1","Contest ID"
"4006","2","Beschreibung Juryauswahl"
"4006","1","Jury picks description"
"4007","2","Beschreibung Wochengewinner"
"4007","1","Weekly winners description"
"4008","2","Finalistenrunde"
"4008","1","Finalist round"
"4009","2","Juryauswahltab anzeigen"
"4009","1","Show JuryPicks tab"
"4010","2","Wochengewinnerlink"
"4010","1","Weekly winners link"
"4011","2","Neuer Beitrag Seite"
"4011","1","New submission page"
"4012","2","Neuer Beitrag Titel"
"4012","1","New submission caption"
"4013","2","Sortierung Gewinner"
"4013","1","Winner order"
"4014","2","Link Juryauswahl"
"4014","1","Jury picks link"
"4015","2","Vorlage Pfadnavigation"
"4015","1","Breadcrump template"
"4016","2","Contest"
"4016","1","Contest"
"4017","2","Contest-Handle"
"4017","1","Contest handle"
"4019","2","Finalist, Gewinner"
"4019","1","Finalist, winner"
"4018","2","Weiterleitung bei Fehlern"
"4018","1","Redirect on error"
"4020","2","Anzeigendarstellung Gewinner"
"4020","1","Winner display settings"
"4021","2","Login-Seite"
"4021","1","Login page"
"4022","2","Erste Kategorie (Video)"
"4022","1","Category One (Video)"
"4023","2","Dritte Kategorie (Urban Culture)"
"4023","1","Category Three (Urban Culture)"
"4025","2","Zweite Kategorie (Music)"
"4025","1","Category Two (Music)"
"4026","2","Kategorie ID"
"4026","1","Category Id"
"4024","2","Detailseite für Beiträge"
"4024","1","Submission detail page"
"4027","2","Kleiner Fußtext"
"4027","1","Small footer text"
"4028","2","Seite, auf die bei einem Fehler weitergeleitet wird."
"4028","1","Page to redirect to on error."
"4029","2","Systemfehler"
"4029","1","System error"
"4030","2","Bei einem Fehler auf eine Seite weiterleiten."
"4030","1","Redirect to a page on error."
"4031","2","Keine Submission-ID"
"4031","1","No submission Id"
"4032","2","Unbekannte Submission-ID"
"4032","1","Unknown submission Id"
"4033","2","Allgemeine Fehlermeldung"
"4033","1","General error message"
"4034","2","Unbekanntes Projekt"
"4034","1","Unknown project"
"4035","2","JavaScript-Warnung"
"4035","1","JavaScript warning"
"4036","2","Diese Meldung wird dargestellt, wenn JavaScript auf dem Client nicht vorhanden ist."
"4036","1","This message is displayed when JavaScript is not available on the client."
"4037","2","Die Fehlermeldung wird dargestellt, wenn der Nutzer nicht der Maintainer des ausgewählten Projektes ist."
"4037","1","Error message is displayed when the user is not the maintainer of the selected project."
"4038","2","Aufklappmenü Beschriftung"
"4038","1","Drop-Down caption"
"4039","2","Aufklappmenü Text leer"
"4039","1","Drop-Down empty text"
"4040","2","Aufklappmenü voreingestellter Text"
"4040","1","Drop-Down default text"
"4041","2","Angebot besteht"
"4041","1","Submission exists"
"4043","2","Noch keine Platzierung"
"4043","1","Not ranked yet"
"4044","2","Kürzlich hinzugefügt"
"4044","1","Recently added"
"4045","2","Bestplatziert"
"4045","1","Best ranked"
"4046","2","Beschriftungen Sortierung"
"4046","1","Sorting captions"
"4047","2","Button-Titel"
"4047","1","Button caption"
"4048","2","Keine Stage-Dateien"
"4048","1","No stage files"
"4049","2","Gesamt-Top-100"
"4049","1","Overall top 100"
"4050","2","Kürzlich angesehen"
"4050","1","Recently watched"
"4051","2","Standardsortierung"
"4051","1","Default sorting"
"4052","2","Wettbewerb für Angebot"
"4052","1","Contest for submission"
"4053","2","Wettbewerb nicht in Betrieb"
"4053","1","Contest not running"
"4042","2","Nicht Maintainter"
"4042","1","Not maintainer"
"4054","2","Keine Einträge Text"
"4054","1","No items text"
"4055","2","Voreinstellung Lizenz"
"4055","1","Default license"
"4056","2","Zurück-Button Beschriftung"
"4056","1","Back button caption"
"4057","2","Nächste-Button Beschriftung"
"4057","1","Next button caption"
"4058","2","Beschriftungen, Titel & Texte"
"4058","1","Captions, Titles & Texts"
"4059","2","Dateien hinzufügen Hinweis"
"4059","1","Add files hint"
"4060","2","Dateien hinzufügen-Button Beschriftung"
"4060","1","Add files button caption"
"4061","2","Bühne Dateien Titel"
"4061","1","Stage files title"
"4062","2","Alle Bibliothek Dateien auswählen Beschriftung"
"4062","1","Select all library files caption"
"4063","2","Bibliothek Dateien Titel"
"4063","1","Library files title"
"4064","2","Von Bühne entfernen Hinweis"
"4064","1","Remove from stage hint"
"4065","2","Von Bühne entfernen Button Beschriftung"
"4065","1","Remove from stage button caption"
"4066","2","Alle Bühnen Dateien auswählen Beschriftung"
"4066","1","Select all stage files caption"
"4067","2","Bibliothek Upload-PopUp"
"4067","1","Library upload popup"
"4068","2","Collapser Beschriftung"
"4068","1","Collapser caption"
"4069","2","Angebot hinzufügen?"
"4069","1","Add submission?"
"4070","2","Hausnummer"
"4070","1","Street number"
"4071","2","Einstellungen abschließen"
"4071","1","Finalize Settings"
"4072","2","Bedingungen / Einverständnis"
"4072","1","Terms / Agreement"
"4073","2","Geburtsjahr"
"4073","1","Birth year"
"4074","2","Beschriftung Einverständnis"
"4074","1","Caption agreement"
"4075","2","Geburtstag"
"4075","1","Birth day"
"4076","2","Geburtsmonat"
"4076","1","Birth month"
"4077","2","Surferprofil Datenfelder"
"4077","1","Surfer Profile Data Fields"
"4078","2","Projektname"
"4078","1","Project name"
"4079","2","Wettbewerb Startdatum"
"4079","1","Contest start date"
"4080","2","Angebotsdatum"
"4080","1","Submission date"
"4081","2","Vorname"
"4081","1","Forename"
"4082","2","Titel persönliche Informationen"
"4082","1","Title personal informations"
"4083","2","Dialog Beschriftungen"
"4083","1","Dialog Captions"
"4084","2","Vorlage Einverständnis"
"4084","1","Template agreement"
"4085","2","Detailseite für Inhaltsobjekte."
"4085","1","Detail page for content item."
"4086","2","Objektbeschreibung"
"4086","1","Item description"
"4087","2","Objekttitel"
"4087","1","Item title"
"4088","2","Beitragsdateien"
"4088","1","Submission files"
"4089","2","Inhaltsobjektseite"
"4089","1","Content item page"
"4090","2","Nachrichten Fehler"
"4090","1","Messaging error"
"4091","2","Beschriftung zurück"
"4091","1","Caption back"
"4092","2","Beschriftung nächste"
"4092","1","Caption next"
"4093","2","Übersicht Beschriftungen"
"4093","1","Overview Captions"
"4094","2","Seite Speziallink"
"4094","1","Special link page"
"4095","2","Titel Speziallink"
"4095","1","Special link caption"
"4096","2","Bestätigungsmeldung"
"4096","1","Confirmation message"
"4097","2","Basisseite, die Unterseiten mit Teasern enthält, die in dieser Teaserbox dargestellt werden sollen."
"4097","1","Base page that contains subpages with teasers to be displayed by this teaser box."
"4098","2","Bedingungen ID"
"4098","1","Terms ID"
"4099","2","Nachrichten für Projektmitglieder"
"4099","1","Message for Project Members"
"4100","2","{%PROJECT_TITLE%} = Projektname"
"4100","1","{%PROJECT_TITLE%} = project name"
"4101","2","Wenn leer, keine Mails! \n{%PROJECT_TITLE%} = Projektname"
"4101","1","If empty, no mails! \n{%PROJECT_TITLE%} = project name"
"4102","2","Newsletter Erfolg"
"4102","1","Newsletter success"
"4103","2","Newsletter Fehler"
"4103","1","Newsletter error"
"4104","2","Angebot Erfolg"
"4104","1","Submission success"
"4105","2","Newsletter als Abo"
"4105","1","Newsletter to subsribe"
"4106","2","Projekt einreichen"
"4106","1","Submit project"
"4107","2","Voreinstellung Sortierung"
"4107","1","Default sort"
"4108","2","Umleiten wenn invalide"
"4108","1","Redirect if invalid"
"4109","2","Angezeigt bei leerer Runde."
"4109","1","Showed when round is empty."
"4110","2","Runde leer"
"4110","1","Round empty"
"4111","2","Aktuelle Woche"
"4111","1","Current week"
"4112","2","Aktuelle Woche Stimmen"
"4112","1","Current week votes"
"4113","2","Mehr Details"
"4113","1","More details"
"4114","2","Beiträge-Navigation"
"4114","1","Submission navigation"
"4115","2","Ersten Wähler einladen"
"4115","1","Invite first voter"
"4117","2","Nachricht nach Stimmabgabe"
"4117","1","Post voting message"
"4118","2","2. Zeile Aufforderung"
"4118","1","2nd invitation line"
"4119","2","1. Zeile Aufforderung"
"4119","1","1rst invitation line"
"4120","2","1. Wählen gesperrt"
"4120","1","1rst voting locked"
"4121","2","2. Wählen gesperrt"
"4121","1","2nd voting locked"
"4122","2","Nachricht Stimmabgabe gesperrt"
"4122","1","Voting locked message"
"4123","2","Abstimmung mit Gruppenbeschränkung"
"4123","1","Group restricted voting"
"4124","2","Wiederkommenseinladung"
"4124","1","Come back invitation"
"4125","2","Maximale Einträge"
"4125","1","Max entries"
"4126","2","Zugang zu bestanden Runden erlauben?"
"4126","1","Access to passed rounds allowed?"
"4127","2","Zugang bestandene Runden"
"4127","1","Access passed rounds"
"4128","2","Beschriftungen Sortierung"
"4128","1","Captions Sort"
"4129","2","Invalide Runde"
"4129","1","Invalid round"
"4130","2","Kein Suchergebnis"
"4130","1","No search result"
"4131","2","Anzeige, wenn Suchergebnis leer ist."
"4131","1","Showed when search result is empty."
"4132","2","Stimmen der aktuellen Woche."
"4132","1","Votes of the current week."
"4133","2","Ansicht auswählen"
"4133","1","Select view"
"4134","2","Noch nicht platziert"
"4134","1","Not yet ranked"
"4135","2","""Noch nicht platziert"" anzeigen"
"4135","1","Show ""not yet ranked"""
"4136","2","""Kürzlich hinzugefügt"" anzeigen"
"4136","1","Show ""recently added"""
"4137","2","""Kürzlich angesehen"" anzeigen"
"4137","1","Show ""recently watched"""
"4138","2","""Bestplatziert"" anzeigen"
"4138","1","Show ""best ranked"""
"4139","2","""Gesamt-Top-100"" anzeigen"
"4139","1","Show ""overall top 100"""
"4140","2","Beeinflussung Auto-Einstellung"
"4140","1","Override auto-setting"
"4141","2","Loginbeschränktes Abstimmen"
"4141","1","Login restricted voting"
"4142","2","Abstimmung inaktiv"
"4142","1","Voting not active"
"4143","2","Login für Abstimmung"
"4143","1","Log in to vote"
"4144","2","Noch keine Platzierung"
"4144","1","No ranking yet"
"4145","2","User einladen, als Erster die Stimme für das Projekt abzugeben."
"4145","1","Invite user to be the first to vote for the project."
"4146","2","Abstimmungsaufforderungen"
"4146","1","Vote invitation messages"
"4147","2","Abstimmungen sind auf eine spezielle Gruppe beschränkt."
"4147","1","The voting is restricted to a special group."
"4148","2","Abstimmungen sind auf eingeloggte User beschränkt."
"4148","1","Voting is restricted to logged in users."
"4149","2","Runde erforderlich"
"4149","1","Round required"
"4150","2","Nutzer einladen, am folgenden Tag zum Abstimmen zurückzukommen."
"4150","1","Invite the user to come back for voting next day."
"4151","2","Meldung Bereits abgestimmt"
"4151","1","Already voted message"
"4152","2","Später-Versuchen-Meldung"
"4152","1","Try later invitation"
"4153","2","1. bereits abgestimmt"
"4153","1","1rst already voted"
"4154","2","2. Bereits abgestimmt"
"4154","1","2nd already voted"
"4155","2","Stimmen insgesamt"
"4155","1","Votes total"
"4156","2","Rang eins"
"4156","1","Rank 1"
"4158","2","Jury-Auswahl"
"4158","1","Jury pick"
"4157","2","Beschriftungen Seitenwechsel-Links"
"4157","1","Captions paging links"
"4159","2","Contest-RPC"
"4159","1","Contest RPC"
"4160","2","Platzierung insgesamt"
"4160","1","Overall rank"
"4161","2","Diese Woche"
"4161","1","This week"
"4162","2","Wöchentliche Platzierung"
"4162","1","Weekly rank"
"4163","2","Titel Abstimmungsbeginn"
"4163","1","Voting start caption"
"4164","2","Zeitrahmen Trenner"
"4164","1","Timeframe separator"
"4166","2","Abstimmungsmodus"
"4166","1","Vote mode"
"4165","2","Trenner zwischen zwei Zeiten."
"4165","1","Separator between two times."
"4167","2","User einladen, später abzustimmen zu versuchen."
"4167","1","Invite the user to try voting later."
"4168","2","Live-Abstimmung"
"4168","1","Live voting"
"4169","2","Banner Einstellungen"
"4169","1","Banner settings"
"4170","2","Login-Dispatcher"
"4170","1","Login dispatcher"
"4171","2","Widget Teaser"
"4171","1","Widget teaser"
"4172","2","Banner Typ: horizontal"
"4172","1","Banner type: horizontal"
"4173","2","Jury-Header-Bild"
"4173","1","Jury header image"
"4174","2","Pfadnavigation"
"4174","1","Breadcrump"
"4175","2","Box 1"
"4175","1","Box 1"
"4176","2","Box 6"
"4176","1","Box 6"
"4178","2","Box 5"
"4178","1","Box 5"
"4179","2","Box 4"
"4179","1","Box 4"
"4177","2","Banner Typ: vertikal"
"4177","1","Banner type: vertical"
"4180","2","Box 3"
"4180","1","Box 3"
"4181","2","Box 2"
"4181","1","Box 2"
"4182","2","Contests"
"4182","1","Contests"
"4184","2","Teilnehmer"
"4184","1","Attendees"
"4183","2","Banner Auswahl: Untertitel"
"4183","1","Banner selection: subtitle"
"4185","2","Contest hinzufügen"
"4185","1","Add contest"
"4186","2","Banner Auswahl: Titel"
"4186","1","Banner selection: title"
"4187","2","Banner Bild URL"
"4187","1","Banner image URL"
"4188","2","Attribut hinzufügen"
"4188","1","add attribute"
"4189","2","Attribute des Contest"
"4189","1","Attributes of contest"
"4190","2","Embed Code"
"4190","1","Embed code"
"4191","2","Wettbewerb Profilseite"
"4191","1","Contest profile page"
"4192","2","Promotion Banner Kontext"
"4192","1","Promotion banner context"
"4193","2","Dashboard Bild"
"4193","1","Dashboard image"
"4194","2","Contest löschen"
"4194","1","Delete contest"
"4195","2","Information: Text"
"4195","1","Information: text"
"4197","2","Information: Headline"
"4197","1","Information: headline"
"4196","2","Beiträge Abgabefrist"
"4196","1","Submission end time"
"4198","2","Beschriftung: Kategorie"
"4198","1","Caption: category"
"4199","2","Runden"
"4199","1","Rounds"
"4200","2","Beiträge hinzufügen"
"4200","1","Add submission"
"4201","2","Inkonsistenzen finden"
"4201","1","Find inconsistencies"
"4203","2","Schließen Button"
"4203","1","Close button"
"4204","2","Dashboard Bildhöhe"
"4204","1","Dashboard image height"
"4205","2","Dashboard Bildbreite"
"4205","1","Dashboard image width"
"4202","2","Regel-ID für Beiträge"
"4202","1","Submission policy"
"4206","2","Alle Contests"
"4206","1","All contests"
"4207","2","Runde hinzufügen"
"4207","1","Add round"
"4208","2","Rundengewinner"
"4208","1","Round winners"
"4209","2","Contest-Besitzer"
"4209","1","Contest owner"
"4210","2","Contest-Protokolle"
"4210","1","Contest logs"
"4211","2","ID der Beitragsregel eintragen."
"4211","1","Enter the id of the submission policy."
"4212","2","Beiträge Abgabestart"
"4212","1","Submission start time"
"4213","2","Contest-Bild"
"4213","1","Contest image"
"4214","2","Contestbeschreibung"
"4214","1","Contest description"
"4215","2","Contest-Titel"
"4215","1","Contest title"
"4216","2","ID des Besitzers eintragen"
"4216","1","Enter the owner's guid"
"4217","2","Datum im Format YYYY-MM-DD HH:MM:SS"
"4217","1","Date as YYYY-MM-DD HH:MM:SS"
"4218","2","GUID des Besitzers eintragen."
"4218","1","Enter the owner's guid."
"4219","2","Cheat-Erkennung (Contest)"
"4219","1","Cheat detection (Contest)"
"4220","2","Contest-Besitzertyp"
"4220","1","Contest ownertype"
"4221","2","Runde bearbeiten"
"4221","1","Edit round"
"4222","2","Cheat-Erkennung (Runde)"
"4222","1","Cheat detection (Round)"
"4223","2","Attribute der Runde"
"4223","1","Attributes of round"
"4224","2","Runde löschen"
"4224","1","Delete round"
"4225","2","Runde kopieren"
"4225","1","Copy round"
"4226","2","Runde anzeigen"
"4226","1","Show round"
"4227","2","Rundenbeschreibung"
"4227","1","Round description"
"4228","2","Bild Runde"
"4228","1","Round image"
"4229","2","Filter für diese Runde"
"4229","1","Filters for this round"
"4230","2","Stimmen überprüfen"
"4230","1","Check votings"
"4231","2","Abstimmungsalgorithmus"
"4231","1","Rating algorithm"
"4232","2","Contest bearbeiten"
"4232","1","Edit contest"
"4233","2","Rundentitel"
"4233","1","Round title"
"4234","2","Rundenuntertitel"
"4234","1","Round subtitle"
"4235","2","Voting-Richtlinie"
"4235","1","Voting policy"
"4236","2","Teilnehmer aktualisieren"
"4236","1","Refresh attendees"
"4237","2","Abstimmungsende"
"4237","1","Voting end time"
"4238","2","Abstimmungsbeginn"
"4238","1","Voting start time"
"4239","2","Inaktivität Sekunden"
"4239","1","Idle seconds"
"4240","2","Protokolle"
"4240","1","Logs"
"4241","2","Nur Protokoll für aktuellen Contest anzeigen?"
"4241","1","Show only log of current contest?"
"4242","2","Ergebnis sortieren nach"
"4242","1","Order result by"
"4243","2","Nach Datum sortieren"
"4243","1","order by date"
"4244","2","Nach Namen sortieren"
"4244","1","order by name"
"4245","2","Abstimmungszeit"
"4245","1","Vote time"
"4246","2","Runden-ID"
"4246","1","Round Id"
"4247","2","Beitrags-ID"
"4247","1","Submission Id"
"4248","2","Surfer-IP"
"4248","1","Surfer IP"
"4249","2","Kategoriebeschreibung"
"4249","1","Category description"
"4250","2","Kategorietitel"
"4250","1","Category title"
"4251","2","Inkonsistenzen"
"4251","1","Inconsistencies"
"4252","2","Aktueller Contestlog?"
"4252","1","Current contest log?"
"4253","2","Sortierung"
"4253","1","Order"
"4254","2","Filtermethode"
"4254","1","Filter method"
"4255","2","Filter bearbeiten"
"4255","1","Edit filter"
"4256","2","Filteroperator"
"4256","1","Filter operator"
"4257","2","Filterparameter"
"4257","1","Filter parameter"
"4258","2","Filtertitel"
"4258","1","Filter title"
"4259","2","und"
"4259","1","and"
"4260","2","Zu filternde Kategorie"
"4260","1","Category to filter"
"4261","2","Attribut gelöscht."
"4261","1","Attribute deleted."
"4262","2","Attribut"
"4262","1","Attribute"
"4263","2","Attribut löschen"
"4263","1","Delete attribute"
"4264","2","Möchten Sie das Attribut ""%s"" wirklich löschen?"
"4264","1","Do you really want to delete attribute ""%s""?"
"4265","2","Attributwert"
"4265","1","Attribute value"
"4266","2","Attributschlüssel"
"4266","1","Attribute key"
"4267","2","Attribut gespeichert."
"4267","1","Attribute saved."
"4268","2","Attribut hinzugefügt."
"4268","1","Attribute added."
"4271","1","0 through 23, *[/interval], m-n[/interval], m,n,..."
"4272","2","Von 1 bis 31, *[/Intervall], m-n[/Intervall], m,n,..."
"4272","1","1 through 31, *[/interval], m-n[/interval], m,n,..."
"4273","2","Wochentag"
"4273","1","Day of week"
"4274","2","Tag im Monat"
"4274","1","Day of month"
"4275","2","Von 0 bis 59, *[/Intervall], m-n[/Intervall], m,n,..."
"4275","1","0 through 59, *[/interval], m-n[/interval], m,n,..."
"4276","2","Stunde 0-23"
"4276","1","Hour 0-23"
"4277","2","Land ""%s"" zu Favoriten hinzugefügt."
"4277","1","Added country ""%s"" to favorites"
"4278","2","Land ""%s"" aus Favoriten entfernt."
"4278","1","Removed country ""%s"" from favorites."
"4279","2","Parameter hinzufügen"
"4279","1","Add parameter"
"4280","2","Unterseite löschen"
"4280","1","Delete subpage"
"4281","2","Unterseite ""%s"" löschen?"
"4281","1","Delete subpage ""%s""?"
"4282","2","Unterseiten"
"4282","1","Subpages"
"4283","2","Seitencode"
"4283","1","Page code"
"4284","2","Seitenkommentar"
"4284","1","Page comment"
"4285","2","Parametereigenschaften"
"4285","1","Parameter properties"
"4286","2","Wert=Code Kommentar"
"4286","1","value=code comment"
"4287","2","Aktuelle Daten"
"4287","1","Current data"
"4288","2","Unterseite"
"4288","1","Subpage"
"4289","2","Unterseite gelöscht."
"4289","1","Subpage deleted."
"4290","2","Unterseite hinzugefügt."
"4290","1","Subpage added."
"4291","2","Kategorie/Unterkategorie;Element"
"4291","1","category/subcategory;element"
"4292","2","Projektversion"
"4292","1","Project version"
"4293","2","Die Gruppe ist nicht im Template-Set definiert."
"4293","1","Group is not defined in template set."
"4294","2","Spamfilter trainieren"
"4294","1","Train spam filter"
"4295","2","Neue E-Mails analysieren"
"4295","1","Analyse new emails"
"4296","2","Deaktivierte Abonnenten"
"4296","1","Deactivated subscribers"
"4297","2","Liste blockierter Abonnenten"
"4297","1","List of blocked subscribers"
"4307","2","Neue E-Mail kategorisieren"
"4307","1","Categorize new mails"
"4299","2","Bounce Handler benutzen"
"4299","1","Manage bounce handler"
"4300","2","Bounces"
"4300","1","Bounces"
"4302","2","Filter trainieren"
"4302","1","Train filter"
"4303","2","https"
"4303","1","https"
"4304","2","http"
"4304","1","http"
"4305","2","Neue E-Mails analysieren"
"4305","1","Analyse new mails"
"4308","2","Hash-Präfix"
"4308","1","Hash prefix"
"4310","2","Fragebogen"
"4310","1","Questionnaire"
"4327","2","Parameter löschen"
"4326","2","MC-Server"
"4312","2","Content-Typ"
"4312","1","Content type"
"4313","2","Content-Kommentar"
"4313","1","Content comment"
"4314","2","Content-Code"
"4314","1","Content code"
"4315","2","Multiclient benutzen"
"4315","1","Use multi client"
"4316","2","HTTPS benutzen"
"4316","1","Use https"
"4317","2","Multi-Client"
"4317","1","Multi client"
"4318","2","WebTrends benutzen"
"4318","1","Use WebTrends"
"4319","2","WebTrends"
"4319","1","WebTrends"
"4320","2","Projekt-Code"
"4320","1","Project code"
"4321","2","DCS-ID"
"4321","1","DCS ID"
"4322","2","Server"
"4322","1","Server"
"4323","2","Liste mit semikolonseparierten Handles."
"4323","1","List of semicolon separated handles."
"4324","2","Umfrage"
"4324","1","Survey"
"4325","2","Umfrage benutzen"
"4325","1","Use survey"
"4326","1","MC server"
"4327","1","Delete parameter"
"4328","2","Parameter hinzugefügt."
"4328","1","Parameter added."
"4329","2","Parameter gelöscht."
"4329","1","Parameter deleted."
"4330","2","Parameter ""%s"" löschen?"
"4330","1","Delete parameter ""%s""?"
"4331","2","Log-Level"
"4331","1","Log level"
"4332","2","0..4"
"4332","1","0..4"
"4333","2","Formular geändert."
"4333","1","Form modified."
"4334","2","Suche reparieren"
"4334","1","Fix search"
"4335","2","Meldungen und Fehler"
"4335","1","Messages and errors"
"4336","2","Zugriffsrechtefehler"
"4336","1","Permission error"
"4337","2","Avatar-Einstellungen"
"4337","1","Avatar settings"
"4338","2","Doppel-Posting-Fehler"
"4338","1","Doublepost error"
"4339","2","Haupteinstellungen"
"4339","1","Main settings"
"4340","2","E-Mail-Einstellungen"
"4340","1","Mail settings"
"4341","2","Einträge"
"4341","1","Entries"
"4342","2","Letzte Änderung"
"4342","1","Last change"
"4344","2","Große Bilder"
"4344","1","Large images"
"4345","2","Original darstellen"
"4345","1","Show original"
"4346","2","Skaliert darstellen"
"4346","1","Show resized"
"4347","2","Session-Cache"
"4347","1","Session cache"
"4348","2","Feed"
"4348","1","Feed"
"4349","2","Profilseite"
"4349","1","Profile page"
"4350","2","Seite, auf die der Surfer das eigene Nutzerprofil bearbeiten kann."
"4352","2","Weiterleitungsseite"
"4350","1","Page for the surfer to edit his or her profile"
"4351","2","Seite, auf die der Surfer nach dem Login weitergeleitet wird."
"4351","1","Page to redirect the surfer to after login"
"4352","1","Redirection page"
"4353","2","Sticker löschen"
"4353","1","Delete sticker"
"4354","2","Sticker"
"4354","1","Stickers"
"4355","2","Sammlungen"
"4355","1","Collections"
"4356","2","Sticker hinzufügen"
"4356","1","Add sticker"
"4357","2","Sticker zur aktuellen Sammlung hinzufügen"
"4357","1","Add a sticker to the current collection"
"4358","2","Sammlung löschen"
"4358","1","Delete collection"
"4359","2","Aktuelle Sammlung löschen"
"4359","1","Delete the current collection"
"4360","2","Sammlung hinzufügen"
"4360","1","Add collection"
"4361","2","Eine neue Sammlung hinzufügen"
"4361","1","Add a new collection"
"4362","2","Sticker hinzugefügt."
"4362","1","Sticker added."
"4363","2","Einen Sticker hinzufügen"
"4363","1","Add a sticker"
"4364","2","Sticker bearbeiten"
"4364","1","Edit sticker"
"4365","2","Sticker aktualisiert."
"4365","1","Sticker updated."
"4366","2","Sammlung bearbeiten"
"4366","1","Edit collection"
"4367","2","Möchten Sie den Sticker #%d wirklich löschen?"
"4367","1","Do you really want to delete sticker #%d?"
"4368","2","Keine Sticker in dieser Sammlung."
"4368","1","No stickers in this collection."
"4369","2","Sammlung ""%s"" (#%d) hinzugefügt."
"4369","1","Collection ""%s"" (#%d) added."
