"phrase_id","phrase_text","phrase_text_lower"
"3698","Button for previous page","button for previous page"
"3699","Button for first page","button for first page"
"3700","Buttons and links","buttons and links"
"3701","Input error title","input error title"
"3702","Input error text","input error text"
"3703","Title nationwide","title nationwide"
"3704","Dialog title","dialog title"
"3705","Image alternative text assistant","image alternative text assistant"
"3706","Page of step 10","page of step 10"
"3707","Page of step 9","page of step 9"
"3708","Page of step 8","page of step 8"
"3709","Page of step 7","page of step 7"
"3710","Page of step 6","page of step 6"
"3711","Page of step 5","page of step 5"
"3712","Page of step 4","page of step 4"
"3713","Page of step 3","page of step 3"
"3714","Page of step 2","page of step 2"
"3715","Page of step 1","page of step 1"
"3716","Result Text","result text"
"3717","Other","other"
"3718","Text quicksearch","text quicksearch"
"3719","Hospital comparison page","hospital comparison page"
"3720","Page of step 16","page of step 16"
"3721","Page of step 15","page of step 15"
"3722","Page of step 14","page of step 14"
"3723","Page of step 13","page of step 13"
"3724","Page of step 12","page of step 12"
"3725","Page of step 11","page of step 11"
"3726","Page of next step","page of next step"
"3727","Page of step 17","page of step 17"
"3728","Page of step 18","page of step 18"
"3729","Page of result page","page of result page"
"3730","Button for department comparison","button for department comparison"
"3731","Agreement link","agreement link"
"3732","Agreement text","agreement text"
"3733","Delete Image Title","delete image title"
"3734","Abort button","abort button"
"3735","Delete button","delete button"
"3736","Distance","distance"
"3737","Occurence","occurence"
"3738","Image no exist","image no exist"
"3739","Invalid zip","invalid zip"
"3740","Basic-Information","basic-information"
"3741","Button for hospital comparison","button for hospital comparison"
"3742","Replace Image title","replace image title"
"3743","No alternative text","no alternative text"
"3744","Load new image title","load new image title"
"3745","Favorites Text","favorites text"
"3746","Maximum number of features","maximum number of features"
"3747","Page of previous step","page of previous step"
"3748","Too many featues selected","too many featues selected"
"3749","Phonenumber","phonenumber"
"3750","Title: Department comparison","title: department comparison"
"3751","Radius preselection","radius preselection"
"3752","Status: no","status: no"
"3753","Status: yes","status: yes"
"3754","Remove search term","remove search term"
"3755","Headline","headline"
"3756","Title: Hospital comparison","title: hospital comparison"
"3757","Caption button continue","caption button continue"
"3758","Invalid id","invalid id"
"3759","Title: Departments","title: departments"
"3760","Items per page","items per page"
"3761","common error","common error"
"3762","Description for Level 3","description for level 3"
"3763","choise a city","choise a city"
"3764","Display per page","display per page"
"3765","Redirect to page","redirect to page"
"3766","Save to Folder","save to folder"
"3767","Search ICD/OPS relations","search icd/ops relations"
"3768","ICD/OPS","icd/ops"
"3769","Already created a new user. Please configure this user first.","already created a new user. please configure this user first."
"3770","Invalid XML structure","invalid xml structure"
"3771","OPS Code","ops code"
"3772","ICD Code","icd code"
"3773","File sorting","file sorting"
"3774","Use title","use title"
"3775","Display title","display title"
"3776","Fix sorting","fix sorting"
"3777","Delete word","delete word"
"3778","Box group","box group"
"3779","Columns per row","columns per row"
"3780","Add glossary","add glossary"
"3781","Tagged entries only","tagged entries only"
"3782","Tag configuration","tag configuration"
"3783","Show calendar details","show calendar details"
"3784","""yes"" to show detail entries, ""no"" to show month table.","""yes"" to show detail entries, ""no"" to show month table."
"3785","Modify configuration","modify configuration"
"3786","Edit profile data","edit profile data"
"3787","Advanced surfer administration","advanced surfer administration"
"3788","Delete entry ""%s""?","delete entry ""%s""?"
"3789","Entry could not be added.","entry could not be added."
"3790","Ignore views","ignore views"
"3791","Max displayed Versions","max displayed versions"
"3792","Cannot reload modules.","cannot reload modules."
"3793","Cannot copy this page.","cannot copy this page."
"3794","Cannot find cache directory.","cannot find cache directory."
"3795","Cannot move this page.","cannot move this page."
"3796","Cannot activate module(s).","cannot activate module(s)."
"3797","Cannot initialize module file ""%s""","cannot initialize module file ""%s"""
"3798","Cannot delete this page.","cannot delete this page."
"3799","Cannot move file ""%s"".","cannot move file ""%s""."
"3800","Cannot initialize module class ""%s""","cannot initialize module class ""%s"""
"3801","Export table data","export table data"
"3802","Export table data as CSV","export table data as csv"
"3803","Import table data","import table data"
"3804","Import table data from file","import table data from file"
"3805","Cannot create %s.","cannot create %s."
"3806","Could not create path ""%s"".","could not create path ""%s""."
"3807","Include parameters","include parameters"
"3808","Include the original parameters when redirecting to the target page.","include the original parameters when redirecting to the target page."
"3809","Delete all data in table ""%s"" and replace with imported data?","delete all data in table ""%s"" and replace with imported data?"
"3810","Edit options","edit options"
"3811","Options modified.","options modified."
"3812","This module has no options.","this module has no options."
"3813","CSV file","csv file"
"3814","Import data","import data"
"3815","System default","system default"
"3816","Locked","locked"
"3817","Black list","black list"
"3818","Convert contacts","convert contacts"
"3819","Add handle black list rule","add handle black list rule"
"3820","Clear contact path cache","clear contact path cache"
"3821","Contact path cache time","contact path cache time"
"3822","Maximum age of contact path cache records (minutes). Default: 1440 minutes (one day).","maximum age of contact path cache records (minutes). default: 1440 minutes (one day)."
"3823","Default contact","default contact"
"3824","Add email black list rule","add email black list rule"
"3825","Handles","handles"
"3826","[None]","[none]"
"3827","No invalid contact ids found.","no invalid contact ids found."
"3828","Make the selected surfer a default contact for each new surfer.","make the selected surfer a default contact for each new surfer."
"3829","Removed old entries from contact path cache.","removed old entries from contact path cache."
"3830","Session redirects","session redirects"
"3831","Klick on the title to restore set","klick on the title to restore set"
"3832","Set name","set name"
"3833","Saved option sets","saved option sets"
"3834","Show sets","show sets"
"3835","Load or delete a named options set","load or delete a named options set"
"3836","Save set","save set"
"3837","Save all options as a named set","save all options as a named set"
"3838","Option set saved as ""%s"".","option set saved as ""%s""."
"3839","Save current option set as","save current option set as"
"3840","Save options as a named set","save options as a named set"
"3841","Really delete option set ""%s""?","really delete option set ""%s""?"
"3842","Option set ""%s"" deleted.","option set ""%s"" deleted."
"3843","Option set ""%s"" loaded.","option set ""%s"" loaded."
"3844","Add section","add section"
"3845","Target anchor","target anchor"
"3846","Jump to this Anchor after submission.","jump to this anchor after submission."
"3847","Target page id","target page id"
"3848","Form data will be redirected to the page specified by the given page id. The page has to be a newsletter subscribe/unsubscribe page. Leave it empty to stay on this box.","form data will be redirected to the page specified by the given page id. the page has to be a newsletter subscribe/unsubscribe page. leave it empty to stay on this box."
"3849","Empty query log","empty query log"
"3850","Delete all entries in query log","delete all entries in query log"
"3851","Complicated queries","complicated queries"
"3852","Most frequent queries","most frequent queries"
"3853","Show most frequent queries per page","show most frequent queries per page"
"3854","Slow queries","slow queries"
"3855","Show slowest queries","show slowest queries"
"3856","No logged queries found.","no logged queries found."
"3857","Show queries using filesort and/or temporary tables","show queries using filesort and/or temporary tables"
"3858","Query log deleted.","query log deleted."
"3859","Do you really want to delete the query log?","do you really want to delete the query log?"
"3860","No complicated queries found.","no complicated queries found."
"3861","Delete section","delete section"
"3862","Delete section ""%s"" and all fields in it?","delete section ""%s"" and all fields in it?"
"3863","Copy box","copy box"
"3864","Import options","import options"
"3865","Export options","export options"
"3866","Options successfully imported.","options successfully imported."
"3867","Save all options in an XML file","save all options in an xml file"
"3868","XML file has timestamp %s.","xml file has timestamp %s."
"3869","Load options from XML","load options from xml"
"3870","Load all options from an XML file","load all options from an xml file"
"3871","Save options as XML","save options as xml"
"3872","Domain ""%s"" (%d) has been deleted.","domain ""%s"" (%d) has been deleted."
"3873","Amplitude (Y)","amplitude (y)"
"3874","Intensity (Y)","intensity (y)"
"3875","Amplitude (X)","amplitude (x)"
"3876","Intensity (X)","intensity (x)"
"3877","Wave settings","wave settings"
"3878","Valid characters","valid characters"
"3879","Results include answers","results include answers"
"3880","The questions in the search results also include the answers.","the questions in the search results also include the answers."
"3881","Search form on all pages","search form on all pages"
"3882","Show search form on every FAQ page.","show search form on every faq page."
"3883","Search options","search options"
"3884","Domain ""%s"" (%d) has been created.","domain ""%s"" (%d) has been created."
"3885","Delete event","delete event"
"3886","Registration till","registration till"
"3887","Registration from","registration from"
"3888","Delete Event ""%s"" (%s)?","delete event ""%s"" (%s)?"
"3889","Event added.","event added."
"3890","Add customer","add customer"
"3891","Customers","customers"
"3892","Create a new customer","create a new customer"
"3893","Delete customer","delete customer"
"3894","Add recommendation","add recommendation"
"3895","Add a recommendation","add a recommendation"
"3896","Add award","add award"
"3897","Show awards","show awards"
"3898","Show recommendations","show recommendations"
"3899","Show the list of recommendations","show the list of recommendations"
"3900","Add manager","add manager"
"3901","Add board member","add board member"
"3902","Show board members","show board members"
"3903","Show managers","show managers"
"3904","Show the list of managers","show the list of managers"
"3905","Show the list of board members","show the list of board members"
"3906","Show new emissions","show new emissions"
"3907","Add new emission","add new emission"
"3908","Add a new emission","add a new emission"
"3909","Show the list of new emissions","show the list of new emissions"
"3910","Show the list of awards","show the list of awards"
"3911","Add a board member","add a board member"
"3912","Add a manager","add a manager"
"3913","Add fund","add fund"
"3914","Add a new fund","add a new fund"
"3915","Research date","research date"
"3916","Fund","fund"
"3917","Funds","funds"
"3918","Delete fund","delete fund"
"3919","Logo","logo"
"3920","Add fund manager","add fund manager"
"3921","Add a fund award","add a fund award"
"3922","Add a fund manager","add a fund manager"
"3923","XML","xml"
"3924","Show fund managers","show fund managers"
"3925","Show the list of fund managers","show the list of fund managers"
"3926","Preview and publish fund XML data","preview and publish fund xml data"
"3927","Fund ID","fund id"
"3928","ZIP & upload","zip & upload"
"3929","Country","country"
"3930","ISIN","isin"
"3931","Approve data","approve data"
"3932","Edit fund","edit fund"
"3933","Membership level","membership level"
"3934","Fund XML preview","fund xml preview"
"3935","CV","cv"
"3936","Given name","given name"
"3937","Middle name","middle name"
"3938","Fund managers","fund managers"
"3939","FTP directory","ftp directory"
"3940","FTP password","ftp password"
"3941","FTP username","ftp username"
"3942","FTP server","ftp server"
"3943","Temporary directory","temporary directory"
"3944","No people in this list yet.","no people in this list yet."
"3945","Picture","picture"
"3946","No new emissions in this list yet.","no new emissions in this list yet."
"3947","Changed fund data saved.","changed fund data saved."
"3948","Password change requested","password change requested"
"3949","Zip and upload investment company data","zip and upload investment company data"
"3950","Add an investment company award","add an investment company award"
"3951","Add investment company","add investment company"
"3952","Detail data","detail data"
"3953","Preview and publish investment company XML data","preview and publish investment company xml data"
"3954","Create a new investment company","create a new investment company"
"3955","Research","research"
"3956","Corporate design","corporate design"
"3957","Blue color value","blue color value"
"3958","Green color value","green color value"
"3959","Red color value","red color value"
"3960","Portrait","portrait"
"3961","Login email address","login email address"
"3962","Edit investment company","edit investment company"
"3963","Investment company ID","investment company id"
"3964","Go to Community settings to change this address","go to community settings to change this address"
"3965","Investment company","investment company"
"3966","Investment companies","investment companies"
"3967","Auditees","auditees"
"3968","Auditee","auditee"
"3969","Auditee %s","auditee %s"
"3970","Auditee type","auditee type"
"3971","Auditee properties","auditee properties"
"3972","Project results","project results"
"3973","Auditee results","auditee results"
"3974","Auditee(s)","auditee(s)"
"3975","Project(s)","project(s)"
"3976","Project(s) with unpublished content","project(s) with unpublished content"
"3977","Unpublished contents","unpublished contents"
"3978","This project contains unpublished contents.","this project contains unpublished contents."
"3979","Changed","changed"
"3980","Checked","checked"
"3981","Project Files","project files"
"3982","Block project","block project"
"3983","Block file","block file"
"3984","Submitted","submitted"
"3985","Delete auditee","delete auditee"
"3986","Private/Revoked","private/revoked"
"3987","Auditee status","auditee status"
"3988","[Published]","[published]"
"3989","Members","members"
"3990","Publish project","publish project"
"3991","Revoke project","revoke project"
"3992","Aduitee properties","aduitee properties"
"3993","Project(s) with new content(s)","project(s) with new content(s)"
"3994","Order by","order by"
"3995","or","or"
"3996","new contents","new contents"
"3997","Week","week"
"3998","Show link","show link"
"3999","Header link","header link"
"4000","Finalists","finalists"
"4001","Weekly winners","weekly winners"
"4002","Jury picks","jury picks"
"4003","Show empty boxes","show empty boxes"
"4004","Default page","default page"
"4005","Contest ID","contest id"
"4006","Jury picks description","jury picks description"
"4007","Weekly winners description","weekly winners description"
"4008","Finalist round","finalist round"
"4009","Show JuryPicks tab","show jurypicks tab"
"4010","Weekly winners link","weekly winners link"
"4011","New submission page","new submission page"
"4012","New submission caption","new submission caption"
"4013","Winner order","winner order"
"4014","Jury picks link","jury picks link"
"4015","Breadcrump template","breadcrump template"
"4016","Contest","contest"
"4017","Contest handle","contest handle"
"4018","Redirect on error","redirect on error"
"4019","Finalist, winner","finalist, winner"
"4020","Winner display settings","winner display settings"
"4021","Login page","login page"
"4022","Category One (Video)","category one (video)"
"4023","Category Three (Urban Culture)","category three (urban culture)"
"4024","Submission detail page","submission detail page"
"4025","Category Two (Music)","category two (music)"
"4026","Category Id","category id"
"4027","Small footer text","small footer text"
"4028","Page to redirect to on error.","page to redirect to on error."
"4029","System error","system error"
"4030","Redirect to a page on error.","redirect to a page on error."
"4031","No submission Id","no submission id"
"4032","Unknown submission Id","unknown submission id"
"4033","General error message","general error message"
"4034","Unknown project","unknown project"
"4035","JavaScript warning","javascript warning"
"4036","This message is displayed when JavaScript is not available on the client.","this message is displayed when javascript is not available on the client."
"4037","Error message is displayed when the user is not the maintainer of the selected project.","error message is displayed when the user is not the maintainer of the selected project."
"4038","Drop-Down caption","drop-down caption"
"4039","Drop-Down empty text","drop-down empty text"
"4040","Drop-Down default text","drop-down default text"
"4041","Submission exists","submission exists"
"4042","Not maintainer","not maintainer"
"4043","Not ranked yet","not ranked yet"
"4044","Recently added","recently added"
"4045","Best ranked","best ranked"
"4046","Sorting captions","sorting captions"
"4047","Button caption","button caption"
"4048","No stage files","no stage files"
"4049","Overall top 100","overall top 100"
"4050","Recently watched","recently watched"
"4051","Default sorting","default sorting"
"4052","Contest for submission","contest for submission"
"4053","Contest not running","contest not running"
"4054","No items text","no items text"
"4055","Default license","default license"
"4056","Back button caption","back button caption"
"4057","Next button caption","next button caption"
"4058","Captions, Titles & Texts","captions, titles & texts"
"4059","Add files hint","add files hint"
"4060","Add files button caption","add files button caption"
"4061","Stage files title","stage files title"
"4062","Select all library files caption","select all library files caption"
"4063","Library files title","library files title"
"4064","Remove from stage hint","remove from stage hint"
"4065","Remove from stage button caption","remove from stage button caption"
"4066","Select all stage files caption","select all stage files caption"
"4067","Library upload popup","library upload popup"
"4068","Collapser caption","collapser caption"
"4069","Add submission?","add submission?"
"4070","Street number","street number"
"4071","Finalize Settings","finalize settings"
"4072","Terms / Agreement","terms / agreement"
"4073","Birth year","birth year"
"4074","Caption agreement","caption agreement"
"4075","Birth day","birth day"
"4076","Birth month","birth month"
"4077","Surfer Profile Data Fields","surfer profile data fields"
"4078","Project name","project name"
"4079","Contest start date","contest start date"
"4080","Submission date","submission date"
"4081","Forename","forename"
"4082","Title personal informations","title personal informations"
"4083","Dialog Captions","dialog captions"
"4084","Template agreement","template agreement"
"4085","Detail page for content item.","detail page for content item."
"4086","Item description","item description"
"4087","Item title","item title"
"4088","Submission files","submission files"
"4089","Content item page","content item page"
"4090","Messaging error","messaging error"
"4091","Caption back","caption back"
"4092","Caption next","caption next"
"4093","Overview Captions","overview captions"
"4094","Special link page","special link page"
"4095","Special link caption","special link caption"
"4096","Confirmation message","confirmation message"
"4097","Base page that contains subpages with teasers to be displayed by this teaser box.","base page that contains subpages with teasers to be displayed by this teaser box."
"4098","Terms ID","terms id"
"4099","Message for Project Members","message for project members"
"4100","{%PROJECT_TITLE%} = project name","{%project_title%} = project name"
"4101","If empty, no mails! \n{%PROJECT_TITLE%} = project name","if empty, no mails! \n{%project_title%} = project name"
"4102","Newsletter success","newsletter success"
"4103","Newsletter error","newsletter error"
"4104","Submission success","submission success"
"4105","Newsletter to subsribe","newsletter to subsribe"
"4106","Submit project","submit project"
"4107","Default sort","default sort"
"4108","Redirect if invalid","redirect if invalid"
"4109","Showed when round is empty.","showed when round is empty."
"4110","Round empty","round empty"
"4111","Current week","current week"
"4112","Current week votes","current week votes"
"4113","More details","more details"
"4114","Submission navigation","submission navigation"
"4115","Invite first voter","invite first voter"
"4116","Submission detail page ID","submission detail page id"
"4117","Post voting message","post voting message"
"4118","2nd invitation line","2nd invitation line"
"4119","1rst invitation line","1rst invitation line"
"4120","1rst voting locked","1rst voting locked"
"4121","2nd voting locked","2nd voting locked"
"4122","Voting locked message","voting locked message"
"4123","Group restricted voting","group restricted voting"
"4124","Come back invitation","come back invitation"
"4125","Max entries","max entries"
"4126","Access to passed rounds allowed?","access to passed rounds allowed?"
"4127","Access passed rounds","access passed rounds"
"4128","Captions Sort","captions sort"
"4129","Invalid round","invalid round"
"4130","No search result","no search result"
"4131","Showed when search result is empty.","showed when search result is empty."
"4132","Votes of the current week.","votes of the current week."
"4133","Select view","select view"
"4134","Not yet ranked","not yet ranked"
"4135","Show ""not yet ranked""","show ""not yet ranked"""
"4136","Show ""recently added""","show ""recently added"""
"4137","Show ""recently watched""","show ""recently watched"""
"4138","Show ""best ranked""","show ""best ranked"""
"4139","Show ""overall top 100""","show ""overall top 100"""
"4140","Override auto-setting","override auto-setting"
"4141","Login restricted voting","login restricted voting"
"4142","Voting not active","voting not active"
"4143","Log in to vote","log in to vote"
"4144","No ranking yet","no ranking yet"
"4145","Invite user to be the first to vote for the project.","invite user to be the first to vote for the project."
"4146","Vote invitation messages","vote invitation messages"
"4147","The voting is restricted to a special group.","the voting is restricted to a special group."
"4148","Voting is restricted to logged in users.","voting is restricted to logged in users."
"4149","Round required","round required"
"4150","Invite the user to come back for voting next day.","invite the user to come back for voting next day."
"4151","Already voted message","already voted message"
"4152","Try later invitation","try later invitation"
"4153","1rst already voted","1rst already voted"
"4154","2nd already voted","2nd already voted"
"4155","Votes total","votes total"
"4156","Rank 1","rank 1"
"4157","Captions paging links","captions paging links"
"4158","Jury pick","jury pick"
"4159","Contest RPC","contest rpc"
"4160","Overall rank","overall rank"
"4161","This week","this week"
"4162","Weekly rank","weekly rank"
"4163","Voting start caption","voting start caption"
"4164","Timeframe separator","timeframe separator"
"4165","Separator between two times.","separator between two times."
"4166","Vote mode","vote mode"
"4167","Invite the user to try voting later.","invite the user to try voting later."
"4168","Live voting","live voting"
"4169","Banner settings","banner settings"
"4170","Login dispatcher","login dispatcher"
"4171","Widget teaser","widget teaser"
"4172","Banner type: horizontal","banner type: horizontal"
"4173","Jury header image","jury header image"
"4174","Breadcrump","breadcrump"
"4175","Box 1","box 1"
"4176","Box 6","box 6"
"4177","Banner type: vertical","banner type: vertical"
"4178","Box 5","box 5"
"4179","Box 4","box 4"
"4180","Box 3","box 3"
"4181","Box 2","box 2"
"4182","Contests","contests"
"4183","Banner selection: subtitle","banner selection: subtitle"
"4184","Attendees","attendees"
"4185","Add contest","add contest"
"4186","Banner selection: title","banner selection: title"
"4187","Banner image URL","banner image url"
"4188","add attribute","add attribute"
"4189","Attributes of contest","attributes of contest"
"4190","Embed code","embed code"
"4191","Contest profile page","contest profile page"
"4192","Promotion banner context","promotion banner context"
"4193","Dashboard image","dashboard image"
"4194","Delete contest","delete contest"
"4195","Information: text","information: text"
"4196","Submission end time","submission end time"
"4197","Information: headline","information: headline"
"4198","Caption: category","caption: category"
"4199","Rounds","rounds"
"4200","Add submission","add submission"
"4201","Find inconsistencies","find inconsistencies"
"4202","Submission policy","submission policy"
"4203","Close button","close button"
"4204","Dashboard image height","dashboard image height"
"4205","Dashboard image width","dashboard image width"
"4206","All contests","all contests"
"4207","Add round","add round"
"4208","Round winners","round winners"
"4209","Contest owner","contest owner"
"4210","Contest logs","contest logs"
"4211","Enter the id of the submission policy.","enter the id of the submission policy."
"4212","Submission start time","submission start time"
"4213","Contest image","contest image"
"4214","Contest description","contest description"
"4215","Contest title","contest title"
"4216","Enter the owner's guid","enter the owner's guid"
"4217","Date as YYYY-MM-DD HH:MM:SS","date as yyyy-mm-dd hh:mm:ss"
"4218","Enter the owner's guid.","enter the owner's guid."
"4219","Cheat detection (Contest)","cheat detection (contest)"
"4220","Contest ownertype","contest ownertype"
"4221","Edit round","edit round"
"4222","Cheat detection (Round)","cheat detection (round)"
"4223","Attributes of round","attributes of round"
"4224","Delete round","delete round"
"4225","Copy round","copy round"
"4226","Show round","show round"
"4227","Round description","round description"
"4228","Round image","round image"
"4229","Filters for this round","filters for this round"
"4230","Check votings","check votings"
"4231","Rating algorithm","rating algorithm"
"4232","Edit contest","edit contest"
"4233","Round title","round title"
"4234","Round subtitle","round subtitle"
"4235","Voting policy","voting policy"
"4236","Refresh attendees","refresh attendees"
"4237","Voting end time","voting end time"
"4238","Voting start time","voting start time"
"4239","Idle seconds","idle seconds"
"4240","Logs","logs"
"4241","Show only log of current contest?","show only log of current contest?"
"4242","Order result by","order result by"
"4243","order by date","order by date"
"4244","order by name","order by name"
"4245","Vote time","vote time"
"4246","Round Id","round id"
"4247","Submission Id","submission id"
"4248","Surfer IP","surfer ip"
"4249","Category description","category description"
"4250","Category title","category title"
"4251","Inconsistencies","inconsistencies"
"4252","Current contest log?","current contest log?"
"4253","Order","order"
"4254","Filter method","filter method"
"4255","Edit filter","edit filter"
"4256","Filter operator","filter operator"
"4257","Filter parameter","filter parameter"
"4258","Filter title","filter title"
"4259","and","and"
"4260","Category to filter","category to filter"
"4261","Attribute deleted.","attribute deleted."
"4262","Attribute","attribute"
"4263","Delete attribute","delete attribute"
"4264","Do you really want to delete attribute ""%s""?","do you really want to delete attribute ""%s""?"
"4265","Attribute value","attribute value"
"4266","Attribute key","attribute key"
"4267","Attribute saved.","attribute saved."
"4268","Attribute added.","attribute added."
"4269","0 through 7, *[/interval], m-n[/interval], m,n,...; Sunday is 0 or 7","0 through 7, *[/interval], m-n[/interval], m,n,...; sunday is 0 or 7"
"4270","1 through 12, *[/interval], m-n[/interval], m,n,...","1 through 12, *[/interval], m-n[/interval], m,n,..."
"4271","0 through 23, *[/interval], m-n[/interval], m,n,...","0 through 23, *[/interval], m-n[/interval], m,n,..."
"4272","1 through 31, *[/interval], m-n[/interval], m,n,...","1 through 31, *[/interval], m-n[/interval], m,n,..."
"4273","Day of week","day of week"
"4274","Day of month","day of month"
"4275","0 through 59, *[/interval], m-n[/interval], m,n,...","0 through 59, *[/interval], m-n[/interval], m,n,..."
"4276","Hour 0-23","hour 0-23"
"4277","Added country ""%s"" to favorites","added country ""%s"" to favorites"
"4278","Removed country ""%s"" from favorites.","removed country ""%s"" from favorites."
"4279","Add parameter","add parameter"
"4280","Delete subpage","delete subpage"
"4281","Delete subpage ""%s""?","delete subpage ""%s""?"
"4282","Subpages","subpages"
"4283","Page code","page code"
"4284","Page comment","page comment"
"4285","Parameter properties","parameter properties"
"4286","value=code comment","value=code comment"
"4287","Current data","current data"
"4288","Subpage","subpage"
"4289","Subpage deleted.","subpage deleted."
"4290","Subpage added.","subpage added."
"4291","category/subcategory;element","category/subcategory;element"
"4292","Project version","project version"
"4293","Group is not defined in template set.","group is not defined in template set."
"4294","Train spam filter","train spam filter"
"4295","Analyse new emails","analyse new emails"
"4296","Deactivated subscribers","deactivated subscribers"
"4297","List of blocked subscribers","list of blocked subscribers"
"4307","Categorize new mails","categorize new mails"
"4299","Manage bounce handler","manage bounce handler"
"4300","Bounces","bounces"
"4302","Train filter","train filter"
"4303","https","https"
"4304","http","http"
"4305","Analyse new mails","analyse new mails"
"4308","Hash prefix","hash prefix"
"4327","Delete parameter","delete parameter"
"4310","Questionnaire","questionnaire"
"4326","MC server","mc server"
"4312","Content type","content type"
"4313","Content comment","content comment"
"4314","Content code","content code"
"4315","Use multi client","use multi client"
"4316","Use https","use https"
"4317","Multi client","multi client"
"4318","Use WebTrends","use webtrends"
"4319","WebTrends","webtrends"
"4320","Project code","project code"
"4321","DCS ID","dcs id"
"4322","Server","server"
"4323","List of semicolon separated handles.","list of semicolon separated handles."
"4324","Survey","survey"
"4325","Use survey","use survey"
"4328","Parameter added.","parameter added."
"4329","Parameter deleted.","parameter deleted."
"4330","Delete parameter ""%s""?","delete parameter ""%s""?"
"4331","Log level","log level"
"4332","0..4","0..4"
"4333","Form modified.","form modified."
"4334","Fix search","fix search"
"4335","Messages and errors","messages and errors"
"4336","Permission error","permission error"
"4337","Avatar settings","avatar settings"
"4338","Doublepost error","doublepost error"
"4339","Main settings","main settings"
"4340","Mail settings","mail settings"
"4341","Entries","entries"
"4342","Last change","last change"
"4344","Large images","large images"
"4345","Show original","show original"
"4346","Show resized","show resized"
"4347","Session cache","session cache"
"4348","Feed","feed"
"4349","Profile page","profile page"
"4350","Page for the surfer to edit his or her profile","page for the surfer to edit his or her profile"
"4351","Page to redirect the surfer to after login","page to redirect the surfer to after login"
"4352","Redirection page","redirection page"
"4353","Delete sticker","delete sticker"
"4354","Stickers","stickers"
"4355","Collections","collections"
"4356","Add sticker","add sticker"
"4357","Add a sticker to the current collection","add a sticker to the current collection"
"4358","Delete collection","delete collection"
"4359","Delete the current collection","delete the current collection"
"4360","Add collection","add collection"
"4361","Add a new collection","add a new collection"
"4362","Sticker added.","sticker added."
"4363","Add a sticker","add a sticker"
"4364","Edit sticker","edit sticker"
"4365","Sticker updated.","sticker updated."
"4366","Edit collection","edit collection"
"4367","Do you really want to delete sticker #%d?","do you really want to delete sticker #%d?"
"4368","No stickers in this collection.","no stickers in this collection."
"4369","Collection ""%s"" (#%d) added.","collection ""%s"" (#%d) added."
"4370","Add a collection","add a collection"
"4371","No collections found.","no collections found."
"4372","Delete selected entry","delete selected entry"
"4373","Delete selected glossary","delete selected glossary"
"4374","Delete translation of glossary","delete translation of glossary"
"4375","Glossary translations","glossary translations"
"4376","Collection","collection"
"4377","Stickers per page","stickers per page"
"4378","Number of visible pages","number of visible pages"
"4379","Collection updated.","collection updated."
"4380","Do you really want to delete collection ""%s"" #%d?","do you really want to delete collection ""%s"" #%d?"
"4381","Collection %d deleted.","collection %d deleted."
"4382","Sticker deleted.","sticker deleted."
"4383","Gender mandatory","gender mandatory"
"4384","Surname mandatory","surname mandatory"
"4385","Givenname mandatory","givenname mandatory"
"4386","Username mandatory","username mandatory"
"4387","Realname","realname"
"4388","Send page","send page"
"4389","Mnogosearch","mnogosearch"
"4390","Clickpaths from outside","clickpaths from outside"
"4391","Others","others"
"4392","%s pages/visit","%s pages/visit"
"4393","Field values","field values"
"4394","Value to match against.","value to match against."
"4395","Match value","match value"
"4396","Operator","operator"
"4397","Parameter","parameter"
"4398","Parameter namespace","parameter namespace"
"4399","Leave empty to fetch get parameters.","leave empty to fetch get parameters."
"4400","Text if no match","text if no match"
"4401","Text if match","text if match"
"4402","Go to page","go to page"
"4403","Default behaviour","default behaviour"
"4404","Auto","auto"
"4406","Muted","muted"
"4408","Binary file not found or not accessible.","binary file not found or not accessible."
"4409","Upload avatar images","upload avatar images"
"4410","Descriptions","descriptions"
"4411","Determines whether surfers can change their passwords.","determines whether surfers can change their passwords."
"4412","When set, the surfer is allowed to upload an avatar image for him into the media db.","when set, the surfer is allowed to upload an avatar image for him into the media db."
"4413","Image folder","image folder"
"4414","No file uploaded","no file uploaded"
"4415","File incomplete","file incomplete"
"4416","Email does exist","email does exist"
"4417","Passwords do not match","passwords do not match"
"4418","Password changed","password changed"
"4419","Avatar image uploaded","avatar image uploaded"
"4420","Error during upload","error during upload"
"4421","Profile saved","profile saved"
"4422","Email is blacklisted","email is blacklisted"
"4423","Email changed successfully","email changed successfully"
"4425","Handle is blacklisted","handle is blacklisted"
"4426","Emails do not match","emails do not match"
"4427","Email confirmation does not match with given email.","email confirmation does not match with given email."
"4428","Change email request ok","change email request ok"
"4430","Cancel button","cancel button"
"4431","New password","new password"
"4432","New password verification","new password verification"
"4433","Upload button caption","upload button caption"
"4434","Upload image caption","upload image caption"
"4435","Form caption","form caption"
"4436","IFrame","iframe"
"4437","ID of the page where users can request a password change. For each request,  users will receive an email. Default is the current page id.","id of the page where users can request a password change. for each request,  users will receive an email. default is the current page id."
"4438","Automatic","automatic"
"4439","Use SSL","use ssl"
"4440","Use encryption","use encryption"
"4441","Port","port"
"4442","Confirm with password?","confirm with password?"
"4443","Set to ""No"" if surfers do not need to enter their existing password to confirm changes.","set to ""no"" if surfers do not need to enter their existing password to confirm changes."
